"tensor(13.7885, device='cuda:1')"
"tensor(76.3922, device='cuda:1')"
"tensor(46.4650, device='cuda:1')"
"tensor(116.5719, device='cuda:1')"
"tensor(53.8567, device='cuda:1')"
"tensor(23.4295, device='cuda:1')"
"tensor(23.9511, device='cuda:1')"
"tensor(43.3751, device='cuda:1')"
"tensor(36.9972, device='cuda:1')"
"tensor(32.5322, device='cuda:1')"
"tensor(104.9564, device='cuda:1')"
"tensor(44.8275, device='cuda:1')"
"tensor(239.2838, device='cuda:1')"
"tensor(47.9944, device='cuda:1')"
"tensor(33.8386, device='cuda:1')"
"tensor(51.1406, device='cuda:1')"
"tensor(76.2816, device='cuda:1')"
"tensor(74.6523, device='cuda:1')"
"tensor(26.5539, device='cuda:1')"
"tensor(54.2449, device='cuda:1')"
"tensor(46.5856, device='cuda:1')"
"tensor(74.2789, device='cuda:1')"
"tensor(62.6321, device='cuda:1')"
"tensor(26.5820, device='cuda:1')"
"tensor(30.9798, device='cuda:1')"
"tensor(40.4770, device='cuda:1')"
"tensor(57.9011, device='cuda:1')"
"tensor(39.4566, device='cuda:1')"
"tensor(28.4412, device='cuda:1')"
"tensor(16.3557, device='cuda:1')"
"tensor(155.3187, device='cuda:1')"
"tensor(90.3614, device='cuda:1')"
"tensor(27.9750, device='cuda:1')"
"tensor(70.7340, device='cuda:1')"
"tensor(33.6404, device='cuda:1')"
"tensor(103.2984, device='cuda:1')"
"tensor(181.6501, device='cuda:1')"
"tensor(49.1981, device='cuda:1')"
"tensor(31.8410, device='cuda:1')"
"tensor(82.6651, device='cuda:1')"
"tensor(29.9845, device='cuda:1')"
"tensor(50.6333, device='cuda:1')"
"tensor(39.1158, device='cuda:1')"
"tensor(55.7009, device='cuda:1')"
"tensor(91.7457, device='cuda:1')"
"tensor(70.4447, device='cuda:1')"
"tensor(65.7424, device='cuda:1')"
"tensor(38.7106, device='cuda:1')"
"tensor(34.0685, device='cuda:1')"
"tensor(85.9807, device='cuda:1')"
"tensor(68.3734, device='cuda:1')"
"tensor(52.0701, device='cuda:1')"
"tensor(27.4615, device='cuda:1')"
"tensor(25.5294, device='cuda:1')"
"tensor(36.7848, device='cuda:1')"
"tensor(98.4653, device='cuda:1')"
"tensor(38.3822, device='cuda:1')"
"tensor(90.1664, device='cuda:1')"
"tensor(62.1533, device='cuda:1')"
"tensor(36.9201, device='cuda:1')"
"tensor(103.7391, device='cuda:1')"
"tensor(33.5181, device='cuda:1')"
"tensor(58.8315, device='cuda:1')"
"tensor(58.2852, device='cuda:1')"
"tensor(61.7657, device='cuda:1')"
"tensor(81.8120, device='cuda:1')"
"tensor(36.3103, device='cuda:1')"
"tensor(45.4039, device='cuda:1')"
"tensor(63.4896, device='cuda:1')"
"tensor(55.7468, device='cuda:1')"
"tensor(18.4386, device='cuda:1')"
"tensor(45.1382, device='cuda:1')"
"tensor(39.6745, device='cuda:1')"
"tensor(65.4383, device='cuda:1')"
"tensor(84.2211, device='cuda:1')"
"tensor(48.6943, device='cuda:1')"
"tensor(97.8781, device='cuda:1')"
"tensor(45.7191, device='cuda:1')"
"tensor(62.3144, device='cuda:1')"
"tensor(71.2882, device='cuda:1')"
"tensor(49.0615, device='cuda:1')"
"tensor(53.0471, device='cuda:1')"
"tensor(30.1920, device='cuda:1')"
"tensor(73.7804, device='cuda:1')"
"tensor(67.0626, device='cuda:1')"
"tensor(42.1552, device='cuda:1')"
"tensor(23.8391, device='cuda:1')"
"tensor(64.1214, device='cuda:1')"
"tensor(82.2884, device='cuda:1')"
"tensor(28.0851, device='cuda:1')"
"tensor(55.2555, device='cuda:1')"
"tensor(13.2752, device='cuda:1')"
"tensor(33.3580, device='cuda:1')"
"tensor(27.6445, device='cuda:1')"
"tensor(55.6399, device='cuda:1')"
"tensor(26.6805, device='cuda:1')"
"tensor(81.4308, device='cuda:1')"
"tensor(64.0761, device='cuda:1')"
"tensor(54.7534, device='cuda:1')"
"tensor(29.0552, device='cuda:1')"
"tensor(70.1246, device='cuda:1')"
"tensor(73.3028, device='cuda:1')"
"tensor(87.3125, device='cuda:1')"
"tensor(53.4041, device='cuda:1')"
"tensor(36.6116, device='cuda:1')"
"tensor(68.0663, device='cuda:1')"
"tensor(41.7688, device='cuda:1')"
"tensor(91.7716, device='cuda:1')"
"tensor(70.6232, device='cuda:1')"
"tensor(35.3733, device='cuda:1')"
"tensor(26.0136, device='cuda:1')"
"tensor(24.5538, device='cuda:1')"
"tensor(70.7384, device='cuda:1')"
"tensor(62.8677, device='cuda:1')"
"tensor(56.8752, device='cuda:1')"
"tensor(23.4843, device='cuda:1')"
"tensor(58.6745, device='cuda:1')"
"tensor(49.6891, device='cuda:1')"
"tensor(77.9623, device='cuda:1')"
"tensor(57.2105, device='cuda:1')"
"tensor(34.4327, device='cuda:1')"
"tensor(78.4257, device='cuda:1')"
"tensor(29.1572, device='cuda:1')"
"tensor(33.2863, device='cuda:1')"
"tensor(83.0681, device='cuda:1')"
"tensor(33.5178, device='cuda:1')"
"tensor(27.9199, device='cuda:1')"
"tensor(43.3446, device='cuda:1')"
"tensor(77.6975, device='cuda:1')"
"tensor(84.1358, device='cuda:1')"
"tensor(147.5873, device='cuda:1')"
"tensor(109.8151, device='cuda:1')"
"tensor(59.1780, device='cuda:1')"
"tensor(17.6365, device='cuda:1')"
"tensor(63.5541, device='cuda:1')"
"tensor(50.7263, device='cuda:1')"
"tensor(64.8567, device='cuda:1')"
"tensor(49.8232, device='cuda:1')"
"tensor(52.3805, device='cuda:1')"
"tensor(83.1842, device='cuda:1')"
"tensor(72.9452, device='cuda:1')"
"tensor(51.0180, device='cuda:1')"
"tensor(62.2662, device='cuda:1')"
"tensor(29.1878, device='cuda:1')"
"tensor(44.1784, device='cuda:1')"
"tensor(83.0772, device='cuda:1')"
"tensor(44.2280, device='cuda:1')"
"tensor(57.1785, device='cuda:1')"
"tensor(41.1611, device='cuda:1')"
"tensor(19.1378, device='cuda:1')"
"tensor(42.8722, device='cuda:1')"
"tensor(481.7510, device='cuda:1')"
"tensor(39.8570, device='cuda:1')"
"tensor(32.2236, device='cuda:1')"
"tensor(43.1008, device='cuda:1')"
"tensor(31.3588, device='cuda:1')"
"tensor(40.2424, device='cuda:1')"
"tensor(48.1888, device='cuda:1')"
"tensor(24.2616, device='cuda:1')"
"tensor(22.0185, device='cuda:1')"
"tensor(66.1580, device='cuda:1')"
"tensor(27.0175, device='cuda:1')"
"tensor(88.5089, device='cuda:1')"
"tensor(64.3272, device='cuda:1')"
"tensor(52.8416, device='cuda:1')"
"tensor(36.2326, device='cuda:1')"
"tensor(55.5765, device='cuda:1')"
"tensor(50.4026, device='cuda:1')"
"tensor(70.6435, device='cuda:1')"
"tensor(58.6815, device='cuda:1')"
"tensor(21.7003, device='cuda:1')"
"tensor(76.2018, device='cuda:1')"
"tensor(70.2262, device='cuda:1')"
"tensor(64.8994, device='cuda:1')"
"tensor(48.5094, device='cuda:1')"
"tensor(30.3181, device='cuda:1')"
"tensor(44.7010, device='cuda:1')"
"tensor(28.2600, device='cuda:1')"
"tensor(70.6786, device='cuda:1')"
"tensor(72.6451, device='cuda:1')"
"tensor(101.7277, device='cuda:1')"
"tensor(27.9006, device='cuda:1')"
"tensor(93.0799, device='cuda:1')"
"tensor(37.2245, device='cuda:1')"
"tensor(109.6248, device='cuda:1')"
"tensor(37.6715, device='cuda:1')"
"tensor(42.6917, device='cuda:1')"
"tensor(89.5251, device='cuda:1')"
"tensor(51.8518, device='cuda:1')"
"tensor(48.4887, device='cuda:1')"
"tensor(122.4377, device='cuda:1')"
"tensor(28.2980, device='cuda:1')"
"tensor(53.3577, device='cuda:1')"
"tensor(66.9588, device='cuda:1')"
"tensor(29.8498, device='cuda:1')"
"tensor(32.9787, device='cuda:1')"
"tensor(95.5476, device='cuda:1')"
"tensor(40.9115, device='cuda:1')"
"tensor(38.6316, device='cuda:1')"
"tensor(95.0770, device='cuda:1')"
"tensor(22.2942, device='cuda:1')"
"tensor(35.8246, device='cuda:1')"
"tensor(79.0590, device='cuda:1')"
"tensor(55.4918, device='cuda:1')"
"tensor(42.2867, device='cuda:1')"
"tensor(84.3663, device='cuda:1')"
"tensor(33.6825, device='cuda:1')"
"tensor(43.2138, device='cuda:1')"
"tensor(102.7570, device='cuda:1')"
"tensor(37.8686, device='cuda:1')"
"tensor(29.1451, device='cuda:1')"
"tensor(52.7139, device='cuda:1')"
"tensor(43.8889, device='cuda:1')"
"tensor(45.3198, device='cuda:1')"
"tensor(37.5397, device='cuda:1')"
"tensor(31.8716, device='cuda:1')"
"tensor(72.6663, device='cuda:1')"
"tensor(106.8024, device='cuda:1')"
"tensor(104.2714, device='cuda:1')"
"tensor(24.5377, device='cuda:1')"
"tensor(236.9950, device='cuda:1')"
"tensor(50.5298, device='cuda:1')"
"tensor(18.7461, device='cuda:1')"
"tensor(24.0193, device='cuda:1')"
"tensor(70.2069, device='cuda:1')"
"tensor(36.1580, device='cuda:1')"
"tensor(22.5954, device='cuda:1')"
"tensor(26.7619, device='cuda:1')"
"tensor(38.0134, device='cuda:1')"
"tensor(56.8574, device='cuda:1')"
"tensor(74.0594, device='cuda:1')"
"tensor(101.8169, device='cuda:1')"
"tensor(61.4085, device='cuda:1')"
"tensor(52.3261, device='cuda:1')"
"tensor(61.6300, device='cuda:1')"
"tensor(57.1064, device='cuda:1')"
"tensor(27.0592, device='cuda:1')"
"tensor(58.0720, device='cuda:1')"
"tensor(39.4536, device='cuda:1')"
"tensor(62.1050, device='cuda:1')"
"tensor(25.2949, device='cuda:1')"
"tensor(54.2181, device='cuda:1')"
"tensor(54.7577, device='cuda:1')"
"tensor(26.5933, device='cuda:1')"
"tensor(39.8052, device='cuda:1')"
"tensor(48.1542, device='cuda:1')"
"tensor(49.2209, device='cuda:1')"
"tensor(50.6040, device='cuda:1')"
"tensor(64.0461, device='cuda:1')"
"tensor(44.3327, device='cuda:1')"
"tensor(92.0311, device='cuda:1')"
"tensor(55.4333, device='cuda:1')"
"tensor(50.2321, device='cuda:1')"
"tensor(33.5297, device='cuda:1')"
"tensor(33.8457, device='cuda:1')"
"tensor(75.0381, device='cuda:1')"
"tensor(71.9681, device='cuda:1')"
"tensor(36.6363, device='cuda:1')"
"tensor(36.3020, device='cuda:1')"
"tensor(74.4034, device='cuda:1')"
"tensor(40.4464, device='cuda:1')"
"tensor(43.2503, device='cuda:1')"
"tensor(71.6490, device='cuda:1')"
"tensor(65.7340, device='cuda:1')"
"tensor(41.6980, device='cuda:1')"
"tensor(36.9831, device='cuda:1')"
"tensor(87.1349, device='cuda:1')"
"tensor(30.3466, device='cuda:1')"
"tensor(24.6428, device='cuda:1')"
"tensor(35.7987, device='cuda:1')"
"tensor(43.2943, device='cuda:1')"
"tensor(40.0364, device='cuda:1')"
"tensor(23.0813, device='cuda:1')"
"tensor(57.8756, device='cuda:1')"
"tensor(28.1370, device='cuda:1')"
"tensor(52.2400, device='cuda:1')"
"tensor(66.3715, device='cuda:1')"
"tensor(57.6052, device='cuda:1')"
"tensor(32.9516, device='cuda:1')"
"tensor(37.2568, device='cuda:1')"
"tensor(50.6730, device='cuda:1')"
"tensor(31.2646, device='cuda:1')"
"tensor(96.2005, device='cuda:1')"
"tensor(41.8886, device='cuda:1')"
"tensor(35.1625, device='cuda:1')"
"tensor(53.7591, device='cuda:1')"
"tensor(81.0319, device='cuda:1')"
"tensor(31.5417, device='cuda:1')"
"tensor(73.9461, device='cuda:1')"
"tensor(29.7382, device='cuda:1')"
"tensor(131.2372, device='cuda:1')"
"tensor(52.5817, device='cuda:1')"
"tensor(98.4886, device='cuda:1')"
"tensor(65.6067, device='cuda:1')"
"tensor(35.8146, device='cuda:1')"
"tensor(93.4130, device='cuda:1')"
"tensor(78.8402, device='cuda:1')"
"tensor(55.9673, device='cuda:1')"
"tensor(66.8417, device='cuda:1')"
"tensor(74.8003, device='cuda:1')"
"tensor(102.7015, device='cuda:1')"
"tensor(76.8194, device='cuda:1')"
"tensor(19.4162, device='cuda:1')"
"tensor(91.3446, device='cuda:1')"
"tensor(28.7924, device='cuda:1')"
"tensor(43.3839, device='cuda:1')"
"tensor(28.8751, device='cuda:1')"
"tensor(23.3319, device='cuda:1')"
"tensor(47.7322, device='cuda:1')"
"tensor(100.3991, device='cuda:1')"
"tensor(40.8681, device='cuda:1')"
"tensor(68.1424, device='cuda:1')"
"tensor(90.1700, device='cuda:1')"
"tensor(55.3405, device='cuda:1')"
"tensor(52.2962, device='cuda:1')"
"tensor(26.4420, device='cuda:1')"
"tensor(79.6246, device='cuda:1')"
"tensor(72.2918, device='cuda:1')"
"tensor(19.4402, device='cuda:1')"
"tensor(35.5760, device='cuda:1')"
"tensor(19.0386, device='cuda:1')"
"tensor(64.8851, device='cuda:1')"
"tensor(48.5177, device='cuda:1')"
"tensor(76.4665, device='cuda:1')"
"tensor(67.5815, device='cuda:1')"
"tensor(98.1049, device='cuda:1')"
"tensor(65.6818, device='cuda:1')"
"tensor(63.5654, device='cuda:1')"
"tensor(42.1096, device='cuda:1')"
"tensor(56.6917, device='cuda:1')"
"tensor(77.5301, device='cuda:1')"
"tensor(22.9920, device='cuda:1')"
"tensor(35.3813, device='cuda:1')"
"tensor(34.4573, device='cuda:1')"
"tensor(30.4063, device='cuda:1')"
"tensor(43.9339, device='cuda:1')"
"tensor(59.7233, device='cuda:1')"
"tensor(31.5896, device='cuda:1')"
"tensor(76.7176, device='cuda:1')"
"tensor(35.5266, device='cuda:1')"
"tensor(46.2519, device='cuda:1')"
"tensor(60.8286, device='cuda:1')"
"tensor(104.0943, device='cuda:1')"
"tensor(37.9457, device='cuda:1')"
"tensor(22.0649, device='cuda:1')"
"tensor(36.2940, device='cuda:1')"
"tensor(44.6632, device='cuda:1')"
"tensor(29.5840, device='cuda:1')"
"tensor(47.5980, device='cuda:1')"
"tensor(82.9867, device='cuda:1')"
"tensor(45.7713, device='cuda:1')"
"tensor(81.5511, device='cuda:1')"
"tensor(43.2867, device='cuda:1')"
"tensor(60.1440, device='cuda:1')"
"tensor(50.4989, device='cuda:1')"
"tensor(34.6860, device='cuda:1')"
"tensor(65.8376, device='cuda:1')"
"tensor(40.6767, device='cuda:1')"
"tensor(52.1432, device='cuda:1')"
"tensor(50.3179, device='cuda:1')"
"tensor(32.2621, device='cuda:1')"
"tensor(31.4148, device='cuda:1')"
"tensor(104.8867, device='cuda:1')"
"tensor(108.3842, device='cuda:1')"
"tensor(67.1610, device='cuda:1')"
"tensor(95.5946, device='cuda:1')"
"tensor(41.6630, device='cuda:1')"
"tensor(40.1831, device='cuda:1')"
"tensor(69.7726, device='cuda:1')"
"tensor(32.7226, device='cuda:1')"
"tensor(27.9474, device='cuda:1')"
"tensor(38.3575, device='cuda:1')"
"tensor(22.8809, device='cuda:1')"
"tensor(53.4397, device='cuda:1')"
"tensor(65.9385, device='cuda:1')"
"tensor(26.1037, device='cuda:1')"
"tensor(117.1561, device='cuda:1')"
"tensor(38.6351, device='cuda:1')"
"tensor(70.2758, device='cuda:1')"
"tensor(42.3346, device='cuda:1')"
"tensor(51.3216, device='cuda:1')"
"tensor(79.5406, device='cuda:1')"
"tensor(51.4425, device='cuda:1')"
"tensor(84.0342, device='cuda:1')"
"tensor(49.5737, device='cuda:1')"
"tensor(49.1224, device='cuda:1')"
"tensor(66.7567, device='cuda:1')"
"tensor(47.9339, device='cuda:1')"
"tensor(45.5647, device='cuda:1')"
"tensor(55.8648, device='cuda:1')"
"tensor(60.2668, device='cuda:1')"
"tensor(52.7576, device='cuda:1')"
"tensor(54.5398, device='cuda:1')"
"tensor(46.0004, device='cuda:1')"
"tensor(56.9236, device='cuda:1')"
"tensor(51.9934, device='cuda:1')"
"tensor(46.3615, device='cuda:1')"
"tensor(65.7034, device='cuda:1')"
"tensor(46.1894, device='cuda:1')"
"tensor(73.7001, device='cuda:1')"
"tensor(75.0256, device='cuda:1')"
"tensor(54.4976, device='cuda:1')"
"tensor(70.3423, device='cuda:1')"
"tensor(86.4536, device='cuda:1')"
"tensor(67.8417, device='cuda:1')"
"tensor(50.3195, device='cuda:1')"
"tensor(49.1563, device='cuda:1')"
"tensor(42.9987, device='cuda:1')"
"tensor(51.1941, device='cuda:1')"
"tensor(92.8835, device='cuda:1')"
"tensor(45.8378, device='cuda:1')"
"tensor(53.7173, device='cuda:1')"
"tensor(48.8541, device='cuda:1')"
"tensor(51.9156, device='cuda:1')"
"tensor(30.5097, device='cuda:1')"
"tensor(32.5321, device='cuda:1')"
"tensor(58.2682, device='cuda:1')"
"tensor(37.0792, device='cuda:1')"
"tensor(31.4507, device='cuda:1')"
"tensor(29.7993, device='cuda:1')"
"tensor(52.1395, device='cuda:1')"
"tensor(19.2909, device='cuda:1')"
"tensor(78.4137, device='cuda:1')"
"tensor(43.0058, device='cuda:1')"
"tensor(38.4576, device='cuda:1')"
"tensor(60.9987, device='cuda:1')"
"tensor(68.8730, device='cuda:1')"
"tensor(63.8245, device='cuda:1')"
"tensor(146.3979, device='cuda:1')"
"tensor(104.8499, device='cuda:1')"
"tensor(28.2358, device='cuda:1')"
"tensor(50.6176, device='cuda:1')"
"tensor(50.4838, device='cuda:1')"
"tensor(56.9848, device='cuda:1')"
"tensor(47.8167, device='cuda:1')"
"tensor(71.5629, device='cuda:1')"
"tensor(60.2114, device='cuda:1')"
"tensor(91.0374, device='cuda:1')"
"tensor(27.4568, device='cuda:1')"
"tensor(98.4526, device='cuda:1')"
"tensor(36.0536, device='cuda:1')"
"tensor(37.3464, device='cuda:1')"
"tensor(22.1881, device='cuda:1')"
"tensor(53.5377, device='cuda:1')"
"tensor(35.7311, device='cuda:1')"
"tensor(101.9816, device='cuda:1')"
"tensor(20.7767, device='cuda:1')"
"tensor(53.7050, device='cuda:1')"
"tensor(53.1857, device='cuda:1')"
"tensor(39.7112, device='cuda:1')"
"tensor(64.9671, device='cuda:1')"
"tensor(24.2151, device='cuda:1')"
"tensor(42.8197, device='cuda:1')"
"tensor(27.4619, device='cuda:1')"
"tensor(43.2729, device='cuda:1')"
"tensor(82.8037, device='cuda:1')"
"tensor(49.2649, device='cuda:1')"
"tensor(32.8158, device='cuda:1')"
"tensor(44.1379, device='cuda:1')"
"tensor(44.9970, device='cuda:1')"
"tensor(94.0911, device='cuda:1')"
"tensor(52.4311, device='cuda:1')"
"tensor(45.5945, device='cuda:1')"
"tensor(92.8085, device='cuda:1')"
"tensor(30.5914, device='cuda:1')"
"tensor(48.3037, device='cuda:1')"
"tensor(70.7287, device='cuda:1')"
"tensor(28.6719, device='cuda:1')"
"tensor(188.9555, device='cuda:1')"
"tensor(44.6615, device='cuda:1')"
"tensor(95.6429, device='cuda:1')"
"tensor(50.1547, device='cuda:1')"
"tensor(39.5571, device='cuda:1')"
"tensor(26.8181, device='cuda:1')"
"tensor(132.6582, device='cuda:1')"
"tensor(42.8797, device='cuda:1')"
"tensor(51.9790, device='cuda:1')"
"tensor(33.2665, device='cuda:1')"
"tensor(47.0739, device='cuda:1')"
"tensor(61.5644, device='cuda:1')"
"tensor(32.8379, device='cuda:1')"
"tensor(34.9440, device='cuda:1')"
"tensor(59.0932, device='cuda:1')"
"tensor(53.4674, device='cuda:1')"
"tensor(28.2997, device='cuda:1')"
"tensor(52.3087, device='cuda:1')"
"tensor(43.3842, device='cuda:1')"
"tensor(35.7672, device='cuda:1')"
"tensor(59.8401, device='cuda:1')"
"tensor(127.6419, device='cuda:1')"
"tensor(134.8943, device='cuda:1')"
"tensor(23.8977, device='cuda:1')"
"tensor(24.2480, device='cuda:1')"
"tensor(58.6675, device='cuda:1')"
"tensor(60.8309, device='cuda:1')"
"tensor(67.6398, device='cuda:1')"
"tensor(47.2361, device='cuda:1')"
"tensor(58.4606, device='cuda:1')"
"tensor(52.3885, device='cuda:1')"
"tensor(46.6470, device='cuda:1')"
"tensor(113.7977, device='cuda:1')"
"tensor(36.0307, device='cuda:1')"
"tensor(46.8552, device='cuda:1')"
"tensor(62.9121, device='cuda:1')"
"tensor(31.5390, device='cuda:1')"
"tensor(44.4480, device='cuda:1')"
"tensor(55.9952, device='cuda:1')"
"tensor(29.9530, device='cuda:1')"
"tensor(128.7217, device='cuda:1')"
"tensor(53.4763, device='cuda:1')"
"tensor(64.8005, device='cuda:1')"
"tensor(56.3660, device='cuda:1')"
"tensor(71.7984, device='cuda:1')"
"tensor(46.4073, device='cuda:1')"
"tensor(41.6698, device='cuda:1')"
"tensor(55.7081, device='cuda:1')"
"tensor(89.3768, device='cuda:1')"
"tensor(71.5392, device='cuda:1')"
"tensor(115.0822, device='cuda:1')"
"tensor(43.3312, device='cuda:1')"
"tensor(50.7471, device='cuda:1')"
"tensor(57.5921, device='cuda:1')"
"tensor(65.5156, device='cuda:1')"
"tensor(47.7048, device='cuda:1')"
"tensor(75.6896, device='cuda:1')"
"tensor(133.6474, device='cuda:1')"
"tensor(48.8570, device='cuda:1')"
"tensor(49.8800, device='cuda:1')"
"tensor(93.6526, device='cuda:1')"
"tensor(208.6046, device='cuda:1')"
"tensor(63.3866, device='cuda:1')"
"tensor(45.5610, device='cuda:1')"
"tensor(28.1432, device='cuda:1')"
"tensor(103.6000, device='cuda:1')"
"tensor(60.1210, device='cuda:1')"
"tensor(31.0865, device='cuda:1')"
"tensor(46.3427, device='cuda:1')"
"tensor(26.6420, device='cuda:1')"
