"tensor(15.7867, device='cuda:1')"
"tensor(34.6513, device='cuda:1')"
"tensor(17.5058, device='cuda:1')"
"tensor(66.4044, device='cuda:1')"
"tensor(72.0618, device='cuda:1')"
"tensor(82.3214, device='cuda:1')"
"tensor(51.4835, device='cuda:1')"
"tensor(29.5866, device='cuda:1')"
"tensor(17.9883, device='cuda:1')"
"tensor(40.4098, device='cuda:1')"
"tensor(22.3533, device='cuda:1')"
"tensor(20.1109, device='cuda:1')"
"tensor(25.4005, device='cuda:1')"
"tensor(39.3758, device='cuda:1')"
"tensor(38.4970, device='cuda:1')"
"tensor(26.4115, device='cuda:1')"
"tensor(18.3891, device='cuda:1')"
"tensor(50.6004, device='cuda:1')"
"tensor(30.2263, device='cuda:1')"
"tensor(44.9753, device='cuda:1')"
"tensor(36.9018, device='cuda:1')"
"tensor(145.6249, device='cuda:1')"
"tensor(86.0415, device='cuda:1')"
"tensor(56.6329, device='cuda:1')"
"tensor(90.5747, device='cuda:1')"
"tensor(19.9384, device='cuda:1')"
"tensor(38.6861, device='cuda:1')"
"tensor(43.6272, device='cuda:1')"
"tensor(50.3581, device='cuda:1')"
"tensor(53.0082, device='cuda:1')"
"tensor(75.0151, device='cuda:1')"
"tensor(55.6958, device='cuda:1')"
"tensor(32.4891, device='cuda:1')"
"tensor(44.6617, device='cuda:1')"
"tensor(75.4586, device='cuda:1')"
"tensor(68.4158, device='cuda:1')"
"tensor(41.8168, device='cuda:1')"
"tensor(74.2219, device='cuda:1')"
"tensor(54.1204, device='cuda:1')"
"tensor(19.4372, device='cuda:1')"
"tensor(83.0711, device='cuda:1')"
"tensor(17.6881, device='cuda:1')"
"tensor(41.4984, device='cuda:1')"
"tensor(53.5790, device='cuda:1')"
"tensor(26.8484, device='cuda:1')"
"tensor(67.3293, device='cuda:1')"
"tensor(130.1828, device='cuda:1')"
"tensor(53.4047, device='cuda:1')"
"tensor(53.3841, device='cuda:1')"
"tensor(32.9330, device='cuda:1')"
"tensor(29.6079, device='cuda:1')"
"tensor(25.2696, device='cuda:1')"
"tensor(58.2038, device='cuda:1')"
"tensor(49.8823, device='cuda:1')"
"tensor(83.1470, device='cuda:1')"
"tensor(56.6837, device='cuda:1')"
"tensor(81.8877, device='cuda:1')"
"tensor(47.4562, device='cuda:1')"
"tensor(59.6537, device='cuda:1')"
"tensor(66.4855, device='cuda:1')"
"tensor(63.2598, device='cuda:1')"
"tensor(47.5446, device='cuda:1')"
"tensor(97.3259, device='cuda:1')"
"tensor(43.6083, device='cuda:1')"
"tensor(74.4241, device='cuda:1')"
"tensor(66.7714, device='cuda:1')"
"tensor(31.6693, device='cuda:1')"
"tensor(277.2114, device='cuda:1')"
"tensor(27.3891, device='cuda:1')"
"tensor(26.6017, device='cuda:1')"
"tensor(57.0175, device='cuda:1')"
"tensor(27.5707, device='cuda:1')"
"tensor(80.2318, device='cuda:1')"
"tensor(49.4055, device='cuda:1')"
"tensor(34.2507, device='cuda:1')"
"tensor(130.8010, device='cuda:1')"
"tensor(59.1567, device='cuda:1')"
"tensor(27.6312, device='cuda:1')"
"tensor(23.4668, device='cuda:1')"
"tensor(40.1803, device='cuda:1')"
"tensor(49.2705, device='cuda:1')"
"tensor(28.7738, device='cuda:1')"
"tensor(69.8573, device='cuda:1')"
"tensor(27.2097, device='cuda:1')"
"tensor(19.4774, device='cuda:1')"
"tensor(81.4361, device='cuda:1')"
"tensor(50.3253, device='cuda:1')"
"tensor(32.5344, device='cuda:1')"
"tensor(51.5334, device='cuda:1')"
"tensor(25.9166, device='cuda:1')"
"tensor(25.7616, device='cuda:1')"
"tensor(40.6547, device='cuda:1')"
"tensor(21.9710, device='cuda:1')"
"tensor(29.7054, device='cuda:1')"
"tensor(29.1930, device='cuda:1')"
"tensor(47.1191, device='cuda:1')"
"tensor(31.8026, device='cuda:1')"
"tensor(26.1438, device='cuda:1')"
"tensor(55.6358, device='cuda:1')"
"tensor(43.9277, device='cuda:1')"
"tensor(27.4313, device='cuda:1')"
"tensor(48.9645, device='cuda:1')"
"tensor(70.6226, device='cuda:1')"
"tensor(54.5078, device='cuda:1')"
"tensor(46.8266, device='cuda:1')"
"tensor(36.8031, device='cuda:1')"
"tensor(58.7141, device='cuda:1')"
"tensor(25.5818, device='cuda:1')"
"tensor(27.6656, device='cuda:1')"
"tensor(66.5848, device='cuda:1')"
"tensor(70.3451, device='cuda:1')"
"tensor(66.8586, device='cuda:1')"
"tensor(68.4452, device='cuda:1')"
"tensor(41.7370, device='cuda:1')"
"tensor(31.1379, device='cuda:1')"
"tensor(51.3565, device='cuda:1')"
"tensor(279.2073, device='cuda:1')"
"tensor(55.6765, device='cuda:1')"
"tensor(30.0765, device='cuda:1')"
"tensor(74.0416, device='cuda:1')"
"tensor(47.4112, device='cuda:1')"
"tensor(32.3954, device='cuda:1')"
"tensor(50.2477, device='cuda:1')"
"tensor(151.4721, device='cuda:1')"
"tensor(30.5549, device='cuda:1')"
"tensor(38.5086, device='cuda:1')"
"tensor(43.5834, device='cuda:1')"
"tensor(81.7849, device='cuda:1')"
"tensor(27.8648, device='cuda:1')"
"tensor(33.5240, device='cuda:1')"
"tensor(31.6063, device='cuda:1')"
"tensor(91.1608, device='cuda:1')"
"tensor(19.6490, device='cuda:1')"
"tensor(37.3974, device='cuda:1')"
"tensor(30.6110, device='cuda:1')"
"tensor(67.2364, device='cuda:1')"
"tensor(31.1960, device='cuda:1')"
"tensor(37.9990, device='cuda:1')"
"tensor(44.1385, device='cuda:1')"
"tensor(106.0671, device='cuda:1')"
"tensor(26.2202, device='cuda:1')"
"tensor(70.2495, device='cuda:1')"
"tensor(40.5075, device='cuda:1')"
"tensor(47.8876, device='cuda:1')"
"tensor(34.9903, device='cuda:1')"
"tensor(36.4210, device='cuda:1')"
"tensor(59.4669, device='cuda:1')"
"tensor(46.5939, device='cuda:1')"
"tensor(38.5390, device='cuda:1')"
"tensor(44.6175, device='cuda:1')"
"tensor(72.4688, device='cuda:1')"
"tensor(58.1601, device='cuda:1')"
"tensor(58.0654, device='cuda:1')"
"tensor(24.8158, device='cuda:1')"
"tensor(48.1372, device='cuda:1')"
"tensor(16.1170, device='cuda:1')"
"tensor(46.0824, device='cuda:1')"
"tensor(33.7640, device='cuda:1')"
"tensor(59.9413, device='cuda:1')"
"tensor(94.7870, device='cuda:1')"
"tensor(64.4612, device='cuda:1')"
"tensor(47.9585, device='cuda:1')"
"tensor(33.0248, device='cuda:1')"
"tensor(38.1870, device='cuda:1')"
"tensor(19.1719, device='cuda:1')"
"tensor(24.4236, device='cuda:1')"
"tensor(68.1014, device='cuda:1')"
"tensor(42.5945, device='cuda:1')"
"tensor(61.7143, device='cuda:1')"
"tensor(83.5561, device='cuda:1')"
"tensor(37.7007, device='cuda:1')"
"tensor(52.4592, device='cuda:1')"
"tensor(29.6676, device='cuda:1')"
"tensor(53.1315, device='cuda:1')"
"tensor(37.5783, device='cuda:1')"
"tensor(51.2789, device='cuda:1')"
"tensor(119.6352, device='cuda:1')"
"tensor(47.8351, device='cuda:1')"
"tensor(30.1297, device='cuda:1')"
"tensor(19.7711, device='cuda:1')"
"tensor(55.4187, device='cuda:1')"
"tensor(46.9815, device='cuda:1')"
"tensor(57.2548, device='cuda:1')"
"tensor(41.6290, device='cuda:1')"
"tensor(66.8665, device='cuda:1')"
"tensor(39.6786, device='cuda:1')"
"tensor(34.4899, device='cuda:1')"
"tensor(27.3502, device='cuda:1')"
"tensor(96.1406, device='cuda:1')"
"tensor(44.6987, device='cuda:1')"
"tensor(65.1880, device='cuda:1')"
"tensor(46.0325, device='cuda:1')"
"tensor(61.4126, device='cuda:1')"
"tensor(43.0073, device='cuda:1')"
"tensor(96.8532, device='cuda:1')"
"tensor(33.7839, device='cuda:1')"
"tensor(68.1667, device='cuda:1')"
"tensor(59.4614, device='cuda:1')"
"tensor(62.1651, device='cuda:1')"
"tensor(67.3872, device='cuda:1')"
"tensor(47.6993, device='cuda:1')"
"tensor(32.4640, device='cuda:1')"
"tensor(75.3065, device='cuda:1')"
"tensor(37.7453, device='cuda:1')"
"tensor(56.0566, device='cuda:1')"
"tensor(24.9759, device='cuda:1')"
"tensor(92.2105, device='cuda:1')"
"tensor(62.8775, device='cuda:1')"
"tensor(61.2035, device='cuda:1')"
"tensor(65.6592, device='cuda:1')"
"tensor(35.0354, device='cuda:1')"
"tensor(29.8275, device='cuda:1')"
"tensor(37.3335, device='cuda:1')"
"tensor(35.3201, device='cuda:1')"
"tensor(100.4628, device='cuda:1')"
"tensor(52.1885, device='cuda:1')"
"tensor(47.9033, device='cuda:1')"
"tensor(116.3566, device='cuda:1')"
"tensor(31.5896, device='cuda:1')"
"tensor(107.8908, device='cuda:1')"
"tensor(34.1439, device='cuda:1')"
"tensor(108.7918, device='cuda:1')"
"tensor(17.4254, device='cuda:1')"
"tensor(43.1066, device='cuda:1')"
"tensor(151.8539, device='cuda:1')"
"tensor(45.6489, device='cuda:1')"
"tensor(39.4147, device='cuda:1')"
"tensor(39.4315, device='cuda:1')"
"tensor(20.6994, device='cuda:1')"
"tensor(17.0962, device='cuda:1')"
"tensor(152.4161, device='cuda:1')"
"tensor(37.4744, device='cuda:1')"
"tensor(34.8795, device='cuda:1')"
"tensor(29.2496, device='cuda:1')"
"tensor(40.0837, device='cuda:1')"
"tensor(43.8648, device='cuda:1')"
"tensor(21.6305, device='cuda:1')"
"tensor(48.1778, device='cuda:1')"
"tensor(42.1312, device='cuda:1')"
"tensor(27.7438, device='cuda:1')"
"tensor(46.4007, device='cuda:1')"
"tensor(55.7876, device='cuda:1')"
"tensor(51.3346, device='cuda:1')"
"tensor(50.7897, device='cuda:1')"
"tensor(58.7881, device='cuda:1')"
"tensor(37.7348, device='cuda:1')"
"tensor(52.8592, device='cuda:1')"
"tensor(57.9865, device='cuda:1')"
"tensor(53.6460, device='cuda:1')"
"tensor(47.5635, device='cuda:1')"
"tensor(67.5506, device='cuda:1')"
"tensor(34.4014, device='cuda:1')"
"tensor(28.9369, device='cuda:1')"
"tensor(44.8172, device='cuda:1')"
"tensor(40.1541, device='cuda:1')"
"tensor(47.7398, device='cuda:1')"
"tensor(45.8226, device='cuda:1')"
"tensor(39.4373, device='cuda:1')"
"tensor(31.3204, device='cuda:1')"
"tensor(123.9720, device='cuda:1')"
"tensor(37.6827, device='cuda:1')"
"tensor(35.9106, device='cuda:1')"
"tensor(79.0813, device='cuda:1')"
"tensor(39.0132, device='cuda:1')"
"tensor(24.9416, device='cuda:1')"
"tensor(53.8779, device='cuda:1')"
"tensor(49.2161, device='cuda:1')"
"tensor(52.5649, device='cuda:1')"
"tensor(29.0188, device='cuda:1')"
"tensor(84.3490, device='cuda:1')"
"tensor(22.6178, device='cuda:1')"
"tensor(79.1205, device='cuda:1')"
"tensor(53.1193, device='cuda:1')"
"tensor(33.3060, device='cuda:1')"
"tensor(87.7120, device='cuda:1')"
"tensor(263.0068, device='cuda:1')"
"tensor(20.6779, device='cuda:1')"
"tensor(29.9486, device='cuda:1')"
"tensor(97.2650, device='cuda:1')"
"tensor(115.9903, device='cuda:1')"
"tensor(81.8830, device='cuda:1')"
"tensor(58.8180, device='cuda:1')"
"tensor(45.8066, device='cuda:1')"
"tensor(102.4951, device='cuda:1')"
"tensor(141.3831, device='cuda:1')"
"tensor(48.6441, device='cuda:1')"
"tensor(54.6772, device='cuda:1')"
"tensor(85.9893, device='cuda:1')"
"tensor(70.2448, device='cuda:1')"
"tensor(60.8443, device='cuda:1')"
"tensor(39.5657, device='cuda:1')"
"tensor(18.7339, device='cuda:1')"
"tensor(44.6299, device='cuda:1')"
"tensor(30.1720, device='cuda:1')"
"tensor(72.0018, device='cuda:1')"
"tensor(43.1077, device='cuda:1')"
"tensor(43.7291, device='cuda:1')"
"tensor(362.0466, device='cuda:1')"
"tensor(80.4301, device='cuda:1')"
"tensor(44.6359, device='cuda:1')"
"tensor(23.3937, device='cuda:1')"
"tensor(170.2677, device='cuda:1')"
"tensor(46.5270, device='cuda:1')"
"tensor(94.9427, device='cuda:1')"
"tensor(58.4477, device='cuda:1')"
"tensor(36.8220, device='cuda:1')"
"tensor(65.0856, device='cuda:1')"
"tensor(111.0120, device='cuda:1')"
"tensor(57.2682, device='cuda:1')"
"tensor(62.2421, device='cuda:1')"
"tensor(73.6410, device='cuda:1')"
"tensor(40.0368, device='cuda:1')"
"tensor(55.5773, device='cuda:1')"
"tensor(65.1984, device='cuda:1')"
"tensor(19.6658, device='cuda:1')"
"tensor(53.7475, device='cuda:1')"
"tensor(51.4681, device='cuda:1')"
"tensor(92.0164, device='cuda:1')"
"tensor(37.3469, device='cuda:1')"
"tensor(57.6684, device='cuda:1')"
"tensor(65.8401, device='cuda:1')"
"tensor(54.8955, device='cuda:1')"
"tensor(22.5069, device='cuda:1')"
"tensor(67.5564, device='cuda:1')"
"tensor(34.0855, device='cuda:1')"
"tensor(46.9499, device='cuda:1')"
"tensor(49.1194, device='cuda:1')"
"tensor(56.7456, device='cuda:1')"
"tensor(82.7941, device='cuda:1')"
"tensor(56.4890, device='cuda:1')"
"tensor(29.5961, device='cuda:1')"
"tensor(56.4336, device='cuda:1')"
"tensor(65.7418, device='cuda:1')"
"tensor(103.3182, device='cuda:1')"
"tensor(47.0848, device='cuda:1')"
"tensor(42.5159, device='cuda:1')"
"tensor(47.0471, device='cuda:1')"
"tensor(30.4862, device='cuda:1')"
"tensor(85.1928, device='cuda:1')"
"tensor(24.4309, device='cuda:1')"
"tensor(35.6337, device='cuda:1')"
"tensor(48.2121, device='cuda:1')"
"tensor(54.1786, device='cuda:1')"
"tensor(89.3651, device='cuda:1')"
"tensor(48.1184, device='cuda:1')"
"tensor(62.2359, device='cuda:1')"
"tensor(41.7561, device='cuda:1')"
"tensor(34.3077, device='cuda:1')"
"tensor(60.3120, device='cuda:1')"
"tensor(34.5989, device='cuda:1')"
"tensor(79.9473, device='cuda:1')"
"tensor(35.1773, device='cuda:1')"
"tensor(50.0050, device='cuda:1')"
"tensor(14.6113, device='cuda:1')"
"tensor(33.3700, device='cuda:1')"
"tensor(22.6964, device='cuda:1')"
"tensor(55.4380, device='cuda:1')"
"tensor(30.0653, device='cuda:1')"
"tensor(26.4841, device='cuda:1')"
"tensor(77.6244, device='cuda:1')"
"tensor(26.9208, device='cuda:1')"
"tensor(53.3101, device='cuda:1')"
"tensor(23.9391, device='cuda:1')"
"tensor(46.4526, device='cuda:1')"
"tensor(34.8820, device='cuda:1')"
"tensor(43.0026, device='cuda:1')"
"tensor(32.1523, device='cuda:1')"
"tensor(78.3337, device='cuda:1')"
"tensor(100.4906, device='cuda:1')"
"tensor(68.8329, device='cuda:1')"
"tensor(63.3529, device='cuda:1')"
"tensor(47.2376, device='cuda:1')"
"tensor(58.0451, device='cuda:1')"
"tensor(16.7781, device='cuda:1')"
"tensor(36.1576, device='cuda:1')"
"tensor(41.4329, device='cuda:1')"
"tensor(62.0560, device='cuda:1')"
"tensor(102.9156, device='cuda:1')"
"tensor(22.7201, device='cuda:1')"
"tensor(116.8281, device='cuda:1')"
"tensor(21.2831, device='cuda:1')"
"tensor(14.4385, device='cuda:1')"
"tensor(116.5439, device='cuda:1')"
"tensor(62.6759, device='cuda:1')"
"tensor(48.4492, device='cuda:1')"
"tensor(26.3028, device='cuda:1')"
"tensor(53.1404, device='cuda:1')"
"tensor(46.3469, device='cuda:1')"
"tensor(52.4153, device='cuda:1')"
"tensor(43.3020, device='cuda:1')"
"tensor(50.4926, device='cuda:1')"
"tensor(100.0243, device='cuda:1')"
"tensor(60.5947, device='cuda:1')"
"tensor(100.1514, device='cuda:1')"
"tensor(35.9737, device='cuda:1')"
"tensor(29.2531, device='cuda:1')"
"tensor(38.4040, device='cuda:1')"
"tensor(33.3936, device='cuda:1')"
"tensor(33.0734, device='cuda:1')"
"tensor(48.8238, device='cuda:1')"
"tensor(73.7521, device='cuda:1')"
"tensor(40.4476, device='cuda:1')"
"tensor(48.3729, device='cuda:1')"
"tensor(106.9110, device='cuda:1')"
"tensor(27.1426, device='cuda:1')"
"tensor(39.7432, device='cuda:1')"
"tensor(44.0783, device='cuda:1')"
"tensor(61.5680, device='cuda:1')"
"tensor(59.3292, device='cuda:1')"
"tensor(86.0450, device='cuda:1')"
"tensor(35.9822, device='cuda:1')"
"tensor(46.9933, device='cuda:1')"
"tensor(52.1754, device='cuda:1')"
"tensor(26.6306, device='cuda:1')"
"tensor(80.6151, device='cuda:1')"
"tensor(52.6894, device='cuda:1')"
"tensor(47.3068, device='cuda:1')"
"tensor(58.9705, device='cuda:1')"
"tensor(73.9939, device='cuda:1')"
"tensor(25.5391, device='cuda:1')"
"tensor(54.5276, device='cuda:1')"
"tensor(71.5170, device='cuda:1')"
"tensor(38.6530, device='cuda:1')"
"tensor(31.9096, device='cuda:1')"
"tensor(45.1631, device='cuda:1')"
"tensor(27.2521, device='cuda:1')"
"tensor(43.1672, device='cuda:1')"
"tensor(34.4407, device='cuda:1')"
"tensor(39.9698, device='cuda:1')"
"tensor(96.7264, device='cuda:1')"
"tensor(46.9245, device='cuda:1')"
"tensor(24.5633, device='cuda:1')"
"tensor(33.4981, device='cuda:1')"
"tensor(63.7030, device='cuda:1')"
"tensor(61.9468, device='cuda:1')"
"tensor(41.2451, device='cuda:1')"
"tensor(36.3676, device='cuda:1')"
"tensor(95.3892, device='cuda:1')"
"tensor(15.1421, device='cuda:1')"
"tensor(79.3454, device='cuda:1')"
"tensor(43.6941, device='cuda:1')"
"tensor(61.4393, device='cuda:1')"
"tensor(45.8391, device='cuda:1')"
"tensor(39.6554, device='cuda:1')"
"tensor(97.4239, device='cuda:1')"
"tensor(31.3705, device='cuda:1')"
"tensor(38.6783, device='cuda:1')"
"tensor(49.4744, device='cuda:1')"
"tensor(83.4445, device='cuda:1')"
"tensor(79.4921, device='cuda:1')"
"tensor(149.7227, device='cuda:1')"
"tensor(31.0630, device='cuda:1')"
"tensor(40.3151, device='cuda:1')"
"tensor(25.4913, device='cuda:1')"
"tensor(46.7110, device='cuda:1')"
"tensor(39.9494, device='cuda:1')"
"tensor(66.2719, device='cuda:1')"
"tensor(40.3059, device='cuda:1')"
"tensor(81.7005, device='cuda:1')"
"tensor(64.5800, device='cuda:1')"
"tensor(76.4002, device='cuda:1')"
"tensor(39.3207, device='cuda:1')"
"tensor(43.4823, device='cuda:1')"
"tensor(50.4437, device='cuda:1')"
"tensor(29.5715, device='cuda:1')"
"tensor(45.2870, device='cuda:1')"
"tensor(61.0573, device='cuda:1')"
"tensor(85.7875, device='cuda:1')"
"tensor(32.0792, device='cuda:1')"
"tensor(54.2714, device='cuda:1')"
"tensor(49.2862, device='cuda:1')"
"tensor(89.5647, device='cuda:1')"
"tensor(70.1110, device='cuda:1')"
"tensor(18.4850, device='cuda:1')"
"tensor(43.2720, device='cuda:1')"
"tensor(47.8167, device='cuda:1')"
"tensor(35.8366, device='cuda:1')"
"tensor(43.0720, device='cuda:1')"
"tensor(39.8572, device='cuda:1')"
"tensor(27.5498, device='cuda:1')"
"tensor(29.2281, device='cuda:1')"
"tensor(94.3349, device='cuda:1')"
"tensor(32.6762, device='cuda:1')"
"tensor(35.6116, device='cuda:1')"
"tensor(52.4510, device='cuda:1')"
"tensor(72.1953, device='cuda:1')"
"tensor(51.4792, device='cuda:1')"
"tensor(118.7936, device='cuda:1')"
"tensor(84.2856, device='cuda:1')"
"tensor(52.3034, device='cuda:1')"
"tensor(53.4917, device='cuda:1')"
"tensor(18.3155, device='cuda:1')"
"tensor(25.5190, device='cuda:1')"
"tensor(44.9222, device='cuda:1')"
"tensor(73.2640, device='cuda:1')"
"tensor(32.5659, device='cuda:1')"
"tensor(36.8903, device='cuda:1')"
"tensor(36.2853, device='cuda:1')"
"tensor(42.2428, device='cuda:1')"
"tensor(118.6946, device='cuda:1')"
"tensor(75.3065, device='cuda:1')"
"tensor(46.2918, device='cuda:1')"
"tensor(47.1041, device='cuda:1')"
"tensor(29.4272, device='cuda:1')"
"tensor(58.9811, device='cuda:1')"
"tensor(46.7778, device='cuda:1')"
"tensor(32.3207, device='cuda:1')"
"tensor(49.0471, device='cuda:1')"
"tensor(51.8583, device='cuda:1')"
"tensor(32.2518, device='cuda:1')"
"tensor(58.1183, device='cuda:1')"
"tensor(176.4779, device='cuda:1')"
"tensor(60.8022, device='cuda:1')"
"tensor(88.6616, device='cuda:1')"
"tensor(32.4084, device='cuda:1')"
"tensor(66.1746, device='cuda:1')"
"tensor(39.7270, device='cuda:1')"
"tensor(90.6932, device='cuda:1')"
"tensor(86.2928, device='cuda:1')"
"tensor(44.7458, device='cuda:1')"
"tensor(20.8906, device='cuda:1')"
"tensor(35.5216, device='cuda:1')"
"tensor(67.5239, device='cuda:1')"
"tensor(62.5646, device='cuda:1')"
"tensor(33.3244, device='cuda:1')"
"tensor(38.5836, device='cuda:1')"
"tensor(56.6603, device='cuda:1')"
"tensor(83.8242, device='cuda:1')"
"tensor(34.6067, device='cuda:1')"
"tensor(41.0837, device='cuda:1')"
"tensor(28.1946, device='cuda:1')"
"tensor(69.0159, device='cuda:1')"
"tensor(33.5415, device='cuda:1')"
"tensor(27.2102, device='cuda:1')"
"tensor(51.1797, device='cuda:1')"
"tensor(33.7013, device='cuda:1')"
"tensor(57.4465, device='cuda:1')"
"tensor(13.9958, device='cuda:1')"
"tensor(58.8208, device='cuda:1')"
"tensor(25.5441, device='cuda:1')"
"tensor(44.8756, device='cuda:1')"
"tensor(72.1576, device='cuda:1')"
"tensor(45.3467, device='cuda:1')"
"tensor(42.3328, device='cuda:1')"
"tensor(67.1131, device='cuda:1')"
"tensor(42.9186, device='cuda:1')"
"tensor(53.1218, device='cuda:1')"
"tensor(42.5843, device='cuda:1')"
"tensor(44.3140, device='cuda:1')"
"tensor(40.3399, device='cuda:1')"
"tensor(35.2504, device='cuda:1')"
"tensor(41.9696, device='cuda:1')"
"tensor(32.9605, device='cuda:1')"
"tensor(22.2808, device='cuda:1')"
"tensor(60.1188, device='cuda:1')"
"tensor(40.8305, device='cuda:1')"
"tensor(25.3106, device='cuda:1')"
"tensor(87.7679, device='cuda:1')"
"tensor(44.2571, device='cuda:1')"
"tensor(44.7649, device='cuda:1')"
"tensor(57.9973, device='cuda:1')"
"tensor(39.1332, device='cuda:1')"
"tensor(53.2002, device='cuda:1')"
"tensor(35.0984, device='cuda:1')"
"tensor(81.3973, device='cuda:1')"
"tensor(43.6470, device='cuda:1')"
"tensor(38.0532, device='cuda:1')"
"tensor(42.4927, device='cuda:1')"
"tensor(65.6901, device='cuda:1')"
"tensor(68.6802, device='cuda:1')"
"tensor(46.1803, device='cuda:1')"
"tensor(39.3658, device='cuda:1')"
"tensor(31.5287, device='cuda:1')"
"tensor(74.7176, device='cuda:1')"
"tensor(65.9466, device='cuda:1')"
"tensor(24.6727, device='cuda:1')"
"tensor(29.3056, device='cuda:1')"
"tensor(65.0876, device='cuda:1')"
"tensor(71.4009, device='cuda:1')"
"tensor(42.6544, device='cuda:1')"
"tensor(44.0204, device='cuda:1')"
