"tensor(28.2717, device='cuda:1')"
"tensor(24.3292, device='cuda:1')"
"tensor(35.6380, device='cuda:1')"
"tensor(51.9749, device='cuda:1')"
"tensor(36.7752, device='cuda:1')"
"tensor(45.1902, device='cuda:1')"
"tensor(44.8147, device='cuda:1')"
"tensor(32.8684, device='cuda:1')"
"tensor(45.5643, device='cuda:1')"
"tensor(30.0239, device='cuda:1')"
"tensor(54.4804, device='cuda:1')"
"tensor(38.4910, device='cuda:1')"
"tensor(67.5712, device='cuda:1')"
"tensor(25.2027, device='cuda:1')"
"tensor(26.2723, device='cuda:1')"
"tensor(38.3558, device='cuda:1')"
"tensor(24.4248, device='cuda:1')"
"tensor(52.1611, device='cuda:1')"
"tensor(47.5596, device='cuda:1')"
"tensor(64.4922, device='cuda:1')"
"tensor(31.8789, device='cuda:1')"
"tensor(40.6688, device='cuda:1')"
"tensor(30.8748, device='cuda:1')"
"tensor(22.0960, device='cuda:1')"
"tensor(14.4460, device='cuda:1')"
"tensor(36.7007, device='cuda:1')"
"tensor(54.4542, device='cuda:1')"
"tensor(50.4735, device='cuda:1')"
"tensor(29.4253, device='cuda:1')"
"tensor(52.7379, device='cuda:1')"
"tensor(28.7793, device='cuda:1')"
"tensor(25.6128, device='cuda:1')"
"tensor(97.1725, device='cuda:1')"
"tensor(78.3583, device='cuda:1')"
"tensor(62.1620, device='cuda:1')"
"tensor(23.2821, device='cuda:1')"
"tensor(45.4969, device='cuda:1')"
"tensor(59.7119, device='cuda:1')"
"tensor(53.5251, device='cuda:1')"
"tensor(68.7957, device='cuda:1')"
"tensor(42.0186, device='cuda:1')"
"tensor(38.3941, device='cuda:1')"
"tensor(29.0605, device='cuda:1')"
"tensor(23.2752, device='cuda:1')"
"tensor(50.4120, device='cuda:1')"
"tensor(34.2263, device='cuda:1')"
"tensor(48.7219, device='cuda:1')"
"tensor(95.9977, device='cuda:1')"
"tensor(27.0498, device='cuda:1')"
"tensor(72.0578, device='cuda:1')"
"tensor(58.2115, device='cuda:1')"
"tensor(61.4253, device='cuda:1')"
"tensor(20.0128, device='cuda:1')"
"tensor(57.1840, device='cuda:1')"
"tensor(22.5296, device='cuda:1')"
"tensor(74.9637, device='cuda:1')"
"tensor(47.5460, device='cuda:1')"
"tensor(26.6193, device='cuda:1')"
"tensor(84.5658, device='cuda:1')"
"tensor(25.7148, device='cuda:1')"
"tensor(86.6193, device='cuda:1')"
"tensor(97.4783, device='cuda:1')"
"tensor(56.5858, device='cuda:1')"
"tensor(42.0103, device='cuda:1')"
"tensor(20.6722, device='cuda:1')"
"tensor(54.4501, device='cuda:1')"
"tensor(37.9962, device='cuda:1')"
"tensor(55.2053, device='cuda:1')"
"tensor(22.0752, device='cuda:1')"
"tensor(23.9409, device='cuda:1')"
"tensor(41.6037, device='cuda:1')"
"tensor(41.0352, device='cuda:1')"
"tensor(63.7594, device='cuda:1')"
"tensor(55.3872, device='cuda:1')"
"tensor(49.9316, device='cuda:1')"
"tensor(80.5341, device='cuda:1')"
"tensor(47.1271, device='cuda:1')"
"tensor(74.9897, device='cuda:1')"
"tensor(27.5989, device='cuda:1')"
"tensor(46.1665, device='cuda:1')"
"tensor(21.6347, device='cuda:1')"
"tensor(18.0115, device='cuda:1')"
"tensor(28.5914, device='cuda:1')"
"tensor(63.4558, device='cuda:1')"
"tensor(26.0400, device='cuda:1')"
"tensor(98.9868, device='cuda:1')"
"tensor(61.9654, device='cuda:1')"
"tensor(30.1305, device='cuda:1')"
"tensor(59.4600, device='cuda:1')"
"tensor(58.8498, device='cuda:1')"
"tensor(62.5331, device='cuda:1')"
"tensor(44.3489, device='cuda:1')"
"tensor(30.7823, device='cuda:1')"
"tensor(42.7606, device='cuda:1')"
"tensor(36.3212, device='cuda:1')"
"tensor(102.5760, device='cuda:1')"
"tensor(16.6824, device='cuda:1')"
"tensor(20.3525, device='cuda:1')"
"tensor(48.4216, device='cuda:1')"
"tensor(43.1763, device='cuda:1')"
"tensor(127.8884, device='cuda:1')"
"tensor(14.7918, device='cuda:1')"
"tensor(44.8114, device='cuda:1')"
"tensor(53.8978, device='cuda:1')"
"tensor(36.4991, device='cuda:1')"
"tensor(37.7224, device='cuda:1')"
"tensor(39.4025, device='cuda:1')"
"tensor(119.9712, device='cuda:1')"
"tensor(37.2175, device='cuda:1')"
"tensor(114.6585, device='cuda:1')"
"tensor(35.5358, device='cuda:1')"
"tensor(21.3505, device='cuda:1')"
"tensor(83.1413, device='cuda:1')"
"tensor(22.7259, device='cuda:1')"
"tensor(15.8472, device='cuda:1')"
"tensor(51.9067, device='cuda:1')"
"tensor(62.5949, device='cuda:1')"
"tensor(73.0503, device='cuda:1')"
"tensor(35.4502, device='cuda:1')"
"tensor(37.5549, device='cuda:1')"
"tensor(21.6606, device='cuda:1')"
"tensor(54.7201, device='cuda:1')"
"tensor(40.1543, device='cuda:1')"
"tensor(36.5873, device='cuda:1')"
"tensor(51.1991, device='cuda:1')"
"tensor(34.1318, device='cuda:1')"
"tensor(35.1434, device='cuda:1')"
"tensor(59.5327, device='cuda:1')"
"tensor(16.6312, device='cuda:1')"
"tensor(65.7059, device='cuda:1')"
"tensor(57.9902, device='cuda:1')"
"tensor(65.6423, device='cuda:1')"
"tensor(42.3239, device='cuda:1')"
"tensor(38.2148, device='cuda:1')"
"tensor(34.7438, device='cuda:1')"
"tensor(23.0235, device='cuda:1')"
"tensor(34.6148, device='cuda:1')"
"tensor(32.0153, device='cuda:1')"
"tensor(37.6513, device='cuda:1')"
"tensor(29.6079, device='cuda:1')"
"tensor(54.8100, device='cuda:1')"
"tensor(32.8253, device='cuda:1')"
"tensor(40.9842, device='cuda:1')"
"tensor(106.9370, device='cuda:1')"
"tensor(27.7765, device='cuda:1')"
"tensor(49.6496, device='cuda:1')"
"tensor(33.4976, device='cuda:1')"
"tensor(65.1597, device='cuda:1')"
"tensor(44.8559, device='cuda:1')"
"tensor(17.0837, device='cuda:1')"
"tensor(57.9457, device='cuda:1')"
"tensor(59.0142, device='cuda:1')"
"tensor(39.3658, device='cuda:1')"
"tensor(190.0627, device='cuda:1')"
"tensor(113.7635, device='cuda:1')"
"tensor(64.5976, device='cuda:1')"
"tensor(37.9083, device='cuda:1')"
"tensor(32.0755, device='cuda:1')"
"tensor(73.5927, device='cuda:1')"
"tensor(76.8402, device='cuda:1')"
"tensor(31.1172, device='cuda:1')"
"tensor(38.8053, device='cuda:1')"
"tensor(35.9503, device='cuda:1')"
"tensor(24.0980, device='cuda:1')"
"tensor(30.1380, device='cuda:1')"
"tensor(82.2545, device='cuda:1')"
"tensor(72.2384, device='cuda:1')"
"tensor(104.6228, device='cuda:1')"
"tensor(42.3983, device='cuda:1')"
"tensor(50.1612, device='cuda:1')"
"tensor(54.2941, device='cuda:1')"
"tensor(77.8425, device='cuda:1')"
"tensor(48.0284, device='cuda:1')"
"tensor(65.0876, device='cuda:1')"
"tensor(52.6353, device='cuda:1')"
"tensor(64.4369, device='cuda:1')"
"tensor(64.3442, device='cuda:1')"
"tensor(29.0635, device='cuda:1')"
"tensor(41.3815, device='cuda:1')"
"tensor(56.2641, device='cuda:1')"
"tensor(73.5388, device='cuda:1')"
"tensor(35.1972, device='cuda:1')"
"tensor(51.5742, device='cuda:1')"
"tensor(35.6088, device='cuda:1')"
"tensor(69.9118, device='cuda:1')"
"tensor(62.0734, device='cuda:1')"
"tensor(22.0081, device='cuda:1')"
"tensor(73.5537, device='cuda:1')"
"tensor(49.3420, device='cuda:1')"
"tensor(86.5666, device='cuda:1')"
"tensor(20.8444, device='cuda:1')"
"tensor(31.9321, device='cuda:1')"
"tensor(45.9343, device='cuda:1')"
"tensor(38.1242, device='cuda:1')"
"tensor(22.2189, device='cuda:1')"
"tensor(61.3222, device='cuda:1')"
"tensor(36.0263, device='cuda:1')"
"tensor(45.5564, device='cuda:1')"
"tensor(36.5410, device='cuda:1')"
"tensor(49.8093, device='cuda:1')"
"tensor(37.4697, device='cuda:1')"
"tensor(70.1782, device='cuda:1')"
"tensor(34.6478, device='cuda:1')"
"tensor(62.8167, device='cuda:1')"
"tensor(16.3147, device='cuda:1')"
"tensor(20.8376, device='cuda:1')"
"tensor(26.7654, device='cuda:1')"
"tensor(34.4129, device='cuda:1')"
"tensor(70.9555, device='cuda:1')"
"tensor(58.7285, device='cuda:1')"
"tensor(32.9289, device='cuda:1')"
"tensor(57.1512, device='cuda:1')"
"tensor(61.7276, device='cuda:1')"
"tensor(114.0134, device='cuda:1')"
"tensor(60.8066, device='cuda:1')"
"tensor(55.9023, device='cuda:1')"
"tensor(81.3322, device='cuda:1')"
"tensor(51.2622, device='cuda:1')"
"tensor(131.6392, device='cuda:1')"
"tensor(44.7858, device='cuda:1')"
"tensor(70.4505, device='cuda:1')"
"tensor(56.5292, device='cuda:1')"
"tensor(12.3307, device='cuda:1')"
"tensor(76.3309, device='cuda:1')"
"tensor(33.2457, device='cuda:1')"
"tensor(24.1129, device='cuda:1')"
"tensor(116.3441, device='cuda:1')"
"tensor(17.9832, device='cuda:1')"
"tensor(25.2471, device='cuda:1')"
"tensor(32.9012, device='cuda:1')"
"tensor(32.0327, device='cuda:1')"
"tensor(49.5328, device='cuda:1')"
"tensor(24.0877, device='cuda:1')"
"tensor(36.5535, device='cuda:1')"
"tensor(54.9983, device='cuda:1')"
"tensor(48.7968, device='cuda:1')"
"tensor(35.5381, device='cuda:1')"
"tensor(23.5907, device='cuda:1')"
"tensor(26.6417, device='cuda:1')"
"tensor(62.5409, device='cuda:1')"
"tensor(70.6842, device='cuda:1')"
"tensor(50.1287, device='cuda:1')"
"tensor(33.7746, device='cuda:1')"
"tensor(44.9765, device='cuda:1')"
"tensor(53.1884, device='cuda:1')"
"tensor(81.7026, device='cuda:1')"
"tensor(47.8496, device='cuda:1')"
"tensor(37.6287, device='cuda:1')"
"tensor(41.7963, device='cuda:1')"
"tensor(105.5624, device='cuda:1')"
"tensor(42.7515, device='cuda:1')"
"tensor(36.7920, device='cuda:1')"
"tensor(25.2493, device='cuda:1')"
"tensor(34.3345, device='cuda:1')"
"tensor(39.9631, device='cuda:1')"
"tensor(89.6909, device='cuda:1')"
"tensor(32.8438, device='cuda:1')"
"tensor(65.2863, device='cuda:1')"
"tensor(97.2360, device='cuda:1')"
"tensor(28.2893, device='cuda:1')"
"tensor(79.1870, device='cuda:1')"
"tensor(24.4691, device='cuda:1')"
"tensor(43.3867, device='cuda:1')"
"tensor(82.1073, device='cuda:1')"
"tensor(85.0024, device='cuda:1')"
"tensor(70.3575, device='cuda:1')"
"tensor(26.4551, device='cuda:1')"
"tensor(55.1546, device='cuda:1')"
"tensor(37.2637, device='cuda:1')"
"tensor(37.8151, device='cuda:1')"
"tensor(50.1033, device='cuda:1')"
"tensor(48.0343, device='cuda:1')"
"tensor(24.9774, device='cuda:1')"
"tensor(57.9648, device='cuda:1')"
"tensor(26.3927, device='cuda:1')"
"tensor(34.0502, device='cuda:1')"
"tensor(32.9899, device='cuda:1')"
"tensor(69.3951, device='cuda:1')"
"tensor(37.0469, device='cuda:1')"
"tensor(18.7826, device='cuda:1')"
"tensor(20.9564, device='cuda:1')"
"tensor(23.8846, device='cuda:1')"
"tensor(69.1564, device='cuda:1')"
"tensor(40.3160, device='cuda:1')"
"tensor(26.0169, device='cuda:1')"
"tensor(40.9179, device='cuda:1')"
"tensor(41.0702, device='cuda:1')"
"tensor(55.7240, device='cuda:1')"
"tensor(61.0372, device='cuda:1')"
"tensor(61.6711, device='cuda:1')"
"tensor(59.0779, device='cuda:1')"
"tensor(62.1006, device='cuda:1')"
"tensor(37.8346, device='cuda:1')"
"tensor(33.7624, device='cuda:1')"
"tensor(15.7035, device='cuda:1')"
"tensor(41.1136, device='cuda:1')"
"tensor(44.7782, device='cuda:1')"
"tensor(25.9300, device='cuda:1')"
"tensor(43.2859, device='cuda:1')"
"tensor(47.3573, device='cuda:1')"
"tensor(96.9862, device='cuda:1')"
"tensor(57.1690, device='cuda:1')"
"tensor(35.5138, device='cuda:1')"
"tensor(38.7887, device='cuda:1')"
"tensor(69.6367, device='cuda:1')"
"tensor(50.3788, device='cuda:1')"
"tensor(92.9042, device='cuda:1')"
"tensor(60.5054, device='cuda:1')"
"tensor(37.5525, device='cuda:1')"
"tensor(63.1710, device='cuda:1')"
"tensor(41.2661, device='cuda:1')"
"tensor(66.8059, device='cuda:1')"
"tensor(38.4264, device='cuda:1')"
"tensor(104.5370, device='cuda:1')"
"tensor(44.8059, device='cuda:1')"
"tensor(51.3219, device='cuda:1')"
"tensor(51.5462, device='cuda:1')"
"tensor(55.4008, device='cuda:1')"
"tensor(14.1388, device='cuda:1')"
"tensor(23.0186, device='cuda:1')"
"tensor(39.2543, device='cuda:1')"
"tensor(84.5216, device='cuda:1')"
"tensor(59.5333, device='cuda:1')"
"tensor(102.6417, device='cuda:1')"
"tensor(69.1527, device='cuda:1')"
"tensor(42.1217, device='cuda:1')"
"tensor(23.3575, device='cuda:1')"
"tensor(71.6665, device='cuda:1')"
"tensor(36.3243, device='cuda:1')"
"tensor(32.8904, device='cuda:1')"
"tensor(31.1478, device='cuda:1')"
"tensor(44.2134, device='cuda:1')"
"tensor(31.3159, device='cuda:1')"
"tensor(25.6450, device='cuda:1')"
"tensor(30.9076, device='cuda:1')"
"tensor(35.9621, device='cuda:1')"
"tensor(36.6524, device='cuda:1')"
"tensor(57.1957, device='cuda:1')"
"tensor(10.8912, device='cuda:1')"
"tensor(57.7434, device='cuda:1')"
"tensor(48.3220, device='cuda:1')"
"tensor(23.8909, device='cuda:1')"
"tensor(72.2610, device='cuda:1')"
"tensor(56.9886, device='cuda:1')"
"tensor(77.2510, device='cuda:1')"
"tensor(36.9625, device='cuda:1')"
"tensor(23.5918, device='cuda:1')"
"tensor(21.9770, device='cuda:1')"
"tensor(103.4213, device='cuda:1')"
"tensor(46.7659, device='cuda:1')"
"tensor(67.1825, device='cuda:1')"
"tensor(51.3160, device='cuda:1')"
"tensor(29.9149, device='cuda:1')"
"tensor(105.4018, device='cuda:1')"
"tensor(37.8256, device='cuda:1')"
"tensor(66.6217, device='cuda:1')"
"tensor(19.5842, device='cuda:1')"
"tensor(91.0167, device='cuda:1')"
"tensor(34.9487, device='cuda:1')"
"tensor(62.3936, device='cuda:1')"
"tensor(23.6826, device='cuda:1')"
"tensor(45.6743, device='cuda:1')"
"tensor(70.6731, device='cuda:1')"
"tensor(20.0355, device='cuda:1')"
"tensor(107.1943, device='cuda:1')"
"tensor(30.3404, device='cuda:1')"
"tensor(50.8831, device='cuda:1')"
"tensor(60.1401, device='cuda:1')"
"tensor(29.9888, device='cuda:1')"
"tensor(26.5354, device='cuda:1')"
"tensor(92.7203, device='cuda:1')"
"tensor(33.8265, device='cuda:1')"
"tensor(46.8313, device='cuda:1')"
"tensor(43.4700, device='cuda:1')"
"tensor(110.7998, device='cuda:1')"
"tensor(59.7931, device='cuda:1')"
"tensor(100.7912, device='cuda:1')"
"tensor(22.3529, device='cuda:1')"
"tensor(59.6829, device='cuda:1')"
"tensor(57.9300, device='cuda:1')"
"tensor(26.5457, device='cuda:1')"
"tensor(62.0869, device='cuda:1')"
"tensor(42.4348, device='cuda:1')"
"tensor(64.8757, device='cuda:1')"
"tensor(68.1835, device='cuda:1')"
"tensor(93.0352, device='cuda:1')"
"tensor(43.8005, device='cuda:1')"
"tensor(52.4240, device='cuda:1')"
"tensor(77.3144, device='cuda:1')"
"tensor(40.0040, device='cuda:1')"
"tensor(106.1194, device='cuda:1')"
"tensor(50.1977, device='cuda:1')"
"tensor(35.8504, device='cuda:1')"
"tensor(36.6652, device='cuda:1')"
"tensor(52.8549, device='cuda:1')"
"tensor(24.1169, device='cuda:1')"
"tensor(24.4380, device='cuda:1')"
"tensor(61.6416, device='cuda:1')"
"tensor(66.6628, device='cuda:1')"
"tensor(32.0579, device='cuda:1')"
"tensor(41.5112, device='cuda:1')"
"tensor(57.3798, device='cuda:1')"
"tensor(34.2290, device='cuda:1')"
"tensor(64.3817, device='cuda:1')"
"tensor(70.6660, device='cuda:1')"
"tensor(91.2946, device='cuda:1')"
"tensor(22.0432, device='cuda:1')"
"tensor(35.1290, device='cuda:1')"
"tensor(36.4012, device='cuda:1')"
"tensor(136.4728, device='cuda:1')"
"tensor(36.7988, device='cuda:1')"
