"tensor(35.8165, device='cuda:1')"
"tensor(56.4296, device='cuda:1')"
"tensor(96.0054, device='cuda:1')"
"tensor(55.7271, device='cuda:1')"
"tensor(50.9119, device='cuda:1')"
"tensor(26.4123, device='cuda:1')"
"tensor(50.7096, device='cuda:1')"
"tensor(75.9421, device='cuda:1')"
"tensor(54.2597, device='cuda:1')"
"tensor(47.9946, device='cuda:1')"
"tensor(11.5401, device='cuda:1')"
"tensor(56.9104, device='cuda:1')"
"tensor(80.8293, device='cuda:1')"
"tensor(74.7912, device='cuda:1')"
"tensor(42.1252, device='cuda:1')"
"tensor(36.8236, device='cuda:1')"
"tensor(57.3488, device='cuda:1')"
"tensor(26.5464, device='cuda:1')"
"tensor(26.6990, device='cuda:1')"
"tensor(54.5209, device='cuda:1')"
"tensor(76.6419, device='cuda:1')"
"tensor(17.7089, device='cuda:1')"
"tensor(33.0254, device='cuda:1')"
"tensor(77.5882, device='cuda:1')"
"tensor(44.0558, device='cuda:1')"
"tensor(34.5286, device='cuda:1')"
"tensor(94.9684, device='cuda:1')"
"tensor(34.1765, device='cuda:1')"
"tensor(64.1209, device='cuda:1')"
"tensor(17.6479, device='cuda:1')"
"tensor(94.2025, device='cuda:1')"
"tensor(70.2067, device='cuda:1')"
"tensor(16.8235, device='cuda:1')"
"tensor(35.0156, device='cuda:1')"
"tensor(43.6708, device='cuda:1')"
"tensor(10.8953, device='cuda:1')"
"tensor(53.1134, device='cuda:1')"
"tensor(26.1796, device='cuda:1')"
"tensor(73.4366, device='cuda:1')"
"tensor(36.8497, device='cuda:1')"
"tensor(54.4197, device='cuda:1')"
"tensor(52.8176, device='cuda:1')"
"tensor(49.2378, device='cuda:1')"
"tensor(39.9484, device='cuda:1')"
"tensor(28.6576, device='cuda:1')"
"tensor(69.6872, device='cuda:1')"
"tensor(48.9317, device='cuda:1')"
"tensor(49.6970, device='cuda:1')"
"tensor(32.5906, device='cuda:1')"
"tensor(38.9186, device='cuda:1')"
"tensor(44.1852, device='cuda:1')"
"tensor(40.0928, device='cuda:1')"
"tensor(25.8425, device='cuda:1')"
"tensor(55.9720, device='cuda:1')"
"tensor(22.6233, device='cuda:1')"
"tensor(43.5919, device='cuda:1')"
"tensor(125.7239, device='cuda:1')"
"tensor(53.4813, device='cuda:1')"
"tensor(67.4061, device='cuda:1')"
"tensor(45.5548, device='cuda:1')"
"tensor(37.8078, device='cuda:1')"
"tensor(98.5060, device='cuda:1')"
"tensor(50.0804, device='cuda:1')"
"tensor(95.1613, device='cuda:1')"
"tensor(30.9644, device='cuda:1')"
"tensor(52.3062, device='cuda:1')"
"tensor(124.8913, device='cuda:1')"
"tensor(33.9970, device='cuda:1')"
"tensor(40.7721, device='cuda:1')"
"tensor(26.7917, device='cuda:1')"
"tensor(115.9049, device='cuda:1')"
"tensor(50.4405, device='cuda:1')"
"tensor(28.6307, device='cuda:1')"
"tensor(96.4510, device='cuda:1')"
"tensor(31.5769, device='cuda:1')"
"tensor(38.1443, device='cuda:1')"
"tensor(64.2860, device='cuda:1')"
"tensor(57.9778, device='cuda:1')"
"tensor(36.8908, device='cuda:1')"
"tensor(44.5058, device='cuda:1')"
"tensor(40.9753, device='cuda:1')"
"tensor(41.5278, device='cuda:1')"
"tensor(48.0354, device='cuda:1')"
"tensor(51.3424, device='cuda:1')"
"tensor(53.2850, device='cuda:1')"
"tensor(30.4618, device='cuda:1')"
"tensor(40.3393, device='cuda:1')"
"tensor(33.2859, device='cuda:1')"
"tensor(41.7106, device='cuda:1')"
"tensor(44.7531, device='cuda:1')"
"tensor(35.9857, device='cuda:1')"
"tensor(45.8403, device='cuda:1')"
"tensor(55.6560, device='cuda:1')"
"tensor(38.2598, device='cuda:1')"
"tensor(52.4668, device='cuda:1')"
"tensor(41.0359, device='cuda:1')"
"tensor(50.8492, device='cuda:1')"
"tensor(63.0393, device='cuda:1')"
"tensor(28.7394, device='cuda:1')"
"tensor(56.7648, device='cuda:1')"
"tensor(42.5836, device='cuda:1')"
"tensor(48.6643, device='cuda:1')"
"tensor(70.6007, device='cuda:1')"
"tensor(89.2998, device='cuda:1')"
"tensor(61.4552, device='cuda:1')"
"tensor(33.0642, device='cuda:1')"
"tensor(32.2734, device='cuda:1')"
"tensor(55.7965, device='cuda:1')"
"tensor(42.6866, device='cuda:1')"
"tensor(23.2145, device='cuda:1')"
"tensor(44.4962, device='cuda:1')"
"tensor(41.4508, device='cuda:1')"
"tensor(43.1990, device='cuda:1')"
"tensor(49.2199, device='cuda:1')"
"tensor(19.7620, device='cuda:1')"
"tensor(61.2461, device='cuda:1')"
"tensor(55.9956, device='cuda:1')"
"tensor(72.6112, device='cuda:1')"
"tensor(86.1673, device='cuda:1')"
"tensor(54.8011, device='cuda:1')"
"tensor(49.6914, device='cuda:1')"
"tensor(73.3817, device='cuda:1')"
"tensor(52.7285, device='cuda:1')"
"tensor(67.6837, device='cuda:1')"
"tensor(145.1969, device='cuda:1')"
"tensor(30.6916, device='cuda:1')"
"tensor(33.3098, device='cuda:1')"
"tensor(123.0118, device='cuda:1')"
"tensor(28.1500, device='cuda:1')"
"tensor(46.6699, device='cuda:1')"
"tensor(40.1360, device='cuda:1')"
"tensor(27.0477, device='cuda:1')"
"tensor(59.5707, device='cuda:1')"
"tensor(40.3833, device='cuda:1')"
"tensor(81.9792, device='cuda:1')"
"tensor(31.8297, device='cuda:1')"
"tensor(103.3905, device='cuda:1')"
"tensor(31.2774, device='cuda:1')"
"tensor(70.2642, device='cuda:1')"
"tensor(54.0544, device='cuda:1')"
"tensor(46.0063, device='cuda:1')"
"tensor(42.0064, device='cuda:1')"
"tensor(41.6546, device='cuda:1')"
"tensor(61.9352, device='cuda:1')"
"tensor(37.1588, device='cuda:1')"
"tensor(33.2451, device='cuda:1')"
"tensor(46.5478, device='cuda:1')"
"tensor(55.2814, device='cuda:1')"
"tensor(31.5425, device='cuda:1')"
"tensor(66.5256, device='cuda:1')"
"tensor(26.8279, device='cuda:1')"
"tensor(62.1064, device='cuda:1')"
"tensor(24.9911, device='cuda:1')"
"tensor(42.3224, device='cuda:1')"
"tensor(30.6775, device='cuda:1')"
"tensor(57.9299, device='cuda:1')"
"tensor(36.9848, device='cuda:1')"
"tensor(32.3362, device='cuda:1')"
"tensor(100.7426, device='cuda:1')"
"tensor(31.8670, device='cuda:1')"
"tensor(74.1843, device='cuda:1')"
"tensor(38.6699, device='cuda:1')"
"tensor(36.2237, device='cuda:1')"
"tensor(34.4519, device='cuda:1')"
"tensor(39.6962, device='cuda:1')"
"tensor(23.8950, device='cuda:1')"
"tensor(30.4190, device='cuda:1')"
"tensor(58.3917, device='cuda:1')"
"tensor(54.0216, device='cuda:1')"
"tensor(45.4253, device='cuda:1')"
"tensor(57.5189, device='cuda:1')"
"tensor(31.3372, device='cuda:1')"
"tensor(59.7692, device='cuda:1')"
"tensor(52.8634, device='cuda:1')"
"tensor(32.2434, device='cuda:1')"
"tensor(99.5014, device='cuda:1')"
"tensor(21.9987, device='cuda:1')"
"tensor(31.2385, device='cuda:1')"
"tensor(90.5475, device='cuda:1')"
"tensor(57.0087, device='cuda:1')"
"tensor(56.3064, device='cuda:1')"
"tensor(61.8060, device='cuda:1')"
"tensor(122.5613, device='cuda:1')"
"tensor(55.3153, device='cuda:1')"
"tensor(35.7363, device='cuda:1')"
"tensor(29.7825, device='cuda:1')"
"tensor(55.8907, device='cuda:1')"
"tensor(41.3424, device='cuda:1')"
"tensor(36.9860, device='cuda:1')"
"tensor(34.0741, device='cuda:1')"
"tensor(30.0195, device='cuda:1')"
"tensor(38.7015, device='cuda:1')"
"tensor(47.1985, device='cuda:1')"
"tensor(35.8843, device='cuda:1')"
"tensor(77.7178, device='cuda:1')"
"tensor(48.5042, device='cuda:1')"
"tensor(61.8182, device='cuda:1')"
"tensor(36.7252, device='cuda:1')"
"tensor(34.7167, device='cuda:1')"
"tensor(39.0149, device='cuda:1')"
"tensor(67.6037, device='cuda:1')"
"tensor(55.2327, device='cuda:1')"
"tensor(32.7138, device='cuda:1')"
"tensor(54.7633, device='cuda:1')"
"tensor(56.7784, device='cuda:1')"
"tensor(49.6788, device='cuda:1')"
"tensor(75.1203, device='cuda:1')"
"tensor(120.6316, device='cuda:1')"
"tensor(35.6427, device='cuda:1')"
"tensor(51.4079, device='cuda:1')"
"tensor(29.2376, device='cuda:1')"
"tensor(26.0337, device='cuda:1')"
"tensor(62.6002, device='cuda:1')"
"tensor(137.8542, device='cuda:1')"
"tensor(51.8353, device='cuda:1')"
"tensor(69.8752, device='cuda:1')"
"tensor(50.9314, device='cuda:1')"
"tensor(53.1286, device='cuda:1')"
"tensor(42.6607, device='cuda:1')"
"tensor(17.2145, device='cuda:1')"
"tensor(44.8242, device='cuda:1')"
"tensor(47.0348, device='cuda:1')"
"tensor(49.4072, device='cuda:1')"
"tensor(60.3397, device='cuda:1')"
"tensor(64.4683, device='cuda:1')"
"tensor(50.0583, device='cuda:1')"
"tensor(40.1761, device='cuda:1')"
"tensor(28.5538, device='cuda:1')"
"tensor(74.2276, device='cuda:1')"
"tensor(22.9544, device='cuda:1')"
"tensor(42.4897, device='cuda:1')"
"tensor(55.7167, device='cuda:1')"
"tensor(55.4499, device='cuda:1')"
"tensor(68.5376, device='cuda:1')"
"tensor(82.6693, device='cuda:1')"
"tensor(25.1674, device='cuda:1')"
"tensor(28.6892, device='cuda:1')"
"tensor(36.5617, device='cuda:1')"
"tensor(60.5952, device='cuda:1')"
"tensor(57.0040, device='cuda:1')"
"tensor(25.9431, device='cuda:1')"
"tensor(50.3632, device='cuda:1')"
"tensor(63.2405, device='cuda:1')"
"tensor(54.1799, device='cuda:1')"
"tensor(42.7495, device='cuda:1')"
"tensor(31.7896, device='cuda:1')"
"tensor(22.7806, device='cuda:1')"
"tensor(35.3013, device='cuda:1')"
"tensor(33.4144, device='cuda:1')"
"tensor(17.2449, device='cuda:1')"
"tensor(42.6875, device='cuda:1')"
"tensor(33.8058, device='cuda:1')"
"tensor(39.9312, device='cuda:1')"
"tensor(12.3771, device='cuda:1')"
"tensor(65.3873, device='cuda:1')"
"tensor(47.1201, device='cuda:1')"
"tensor(74.6796, device='cuda:1')"
"tensor(37.3106, device='cuda:1')"
"tensor(37.2108, device='cuda:1')"
"tensor(55.0924, device='cuda:1')"
"tensor(35.7398, device='cuda:1')"
"tensor(54.2446, device='cuda:1')"
"tensor(27.2188, device='cuda:1')"
"tensor(56.3473, device='cuda:1')"
"tensor(78.3627, device='cuda:1')"
"tensor(267.8177, device='cuda:1')"
"tensor(76.1079, device='cuda:1')"
"tensor(33.5316, device='cuda:1')"
"tensor(54.5956, device='cuda:1')"
"tensor(16.7751, device='cuda:1')"
"tensor(52.2227, device='cuda:1')"
"tensor(130.1789, device='cuda:1')"
"tensor(26.4735, device='cuda:1')"
"tensor(103.3960, device='cuda:1')"
"tensor(64.5506, device='cuda:1')"
"tensor(40.3348, device='cuda:1')"
"tensor(48.0653, device='cuda:1')"
"tensor(21.6264, device='cuda:1')"
"tensor(52.8629, device='cuda:1')"
"tensor(41.5520, device='cuda:1')"
"tensor(45.7939, device='cuda:1')"
"tensor(58.0076, device='cuda:1')"
"tensor(63.9006, device='cuda:1')"
"tensor(48.8717, device='cuda:1')"
"tensor(52.4848, device='cuda:1')"
"tensor(41.4374, device='cuda:1')"
"tensor(50.8773, device='cuda:1')"
"tensor(64.8366, device='cuda:1')"
"tensor(43.1211, device='cuda:1')"
"tensor(53.2091, device='cuda:1')"
"tensor(84.0546, device='cuda:1')"
"tensor(30.6104, device='cuda:1')"
"tensor(40.7341, device='cuda:1')"
"tensor(107.9393, device='cuda:1')"
"tensor(51.7830, device='cuda:1')"
"tensor(83.4772, device='cuda:1')"
"tensor(23.8975, device='cuda:1')"
"tensor(46.5277, device='cuda:1')"
"tensor(48.9849, device='cuda:1')"
"tensor(52.9097, device='cuda:1')"
"tensor(35.8306, device='cuda:1')"
"tensor(47.7071, device='cuda:1')"
"tensor(39.7630, device='cuda:1')"
"tensor(52.7430, device='cuda:1')"
"tensor(26.6884, device='cuda:1')"
"tensor(29.0770, device='cuda:1')"
"tensor(42.8724, device='cuda:1')"
"tensor(44.5175, device='cuda:1')"
"tensor(29.6904, device='cuda:1')"
"tensor(58.8058, device='cuda:1')"
"tensor(31.6182, device='cuda:1')"
"tensor(59.8410, device='cuda:1')"
"tensor(46.7898, device='cuda:1')"
"tensor(46.8417, device='cuda:1')"
"tensor(50.7827, device='cuda:1')"
"tensor(104.5900, device='cuda:1')"
"tensor(64.8195, device='cuda:1')"
"tensor(28.3179, device='cuda:1')"
"tensor(51.6700, device='cuda:1')"
"tensor(51.1223, device='cuda:1')"
"tensor(42.1565, device='cuda:1')"
"tensor(25.6293, device='cuda:1')"
"tensor(26.6590, device='cuda:1')"
"tensor(27.1450, device='cuda:1')"
"tensor(59.7226, device='cuda:1')"
"tensor(41.4320, device='cuda:1')"
"tensor(77.0712, device='cuda:1')"
"tensor(57.0128, device='cuda:1')"
"tensor(53.2978, device='cuda:1')"
"tensor(45.0872, device='cuda:1')"
"tensor(38.9431, device='cuda:1')"
"tensor(106.7433, device='cuda:1')"
"tensor(44.1955, device='cuda:1')"
"tensor(40.1490, device='cuda:1')"
"tensor(31.2222, device='cuda:1')"
"tensor(24.6520, device='cuda:1')"
"tensor(64.2015, device='cuda:1')"
"tensor(70.0113, device='cuda:1')"
"tensor(56.4399, device='cuda:1')"
"tensor(19.2645, device='cuda:1')"
"tensor(47.6791, device='cuda:1')"
"tensor(111.7565, device='cuda:1')"
"tensor(25.1704, device='cuda:1')"
"tensor(25.7638, device='cuda:1')"
"tensor(63.9018, device='cuda:1')"
"tensor(65.9841, device='cuda:1')"
"tensor(57.0526, device='cuda:1')"
"tensor(37.1482, device='cuda:1')"
"tensor(27.0752, device='cuda:1')"
"tensor(79.8251, device='cuda:1')"
"tensor(30.5718, device='cuda:1')"
"tensor(54.5340, device='cuda:1')"
"tensor(119.5841, device='cuda:1')"
"tensor(57.5477, device='cuda:1')"
"tensor(21.4099, device='cuda:1')"
"tensor(65.3770, device='cuda:1')"
"tensor(44.2275, device='cuda:1')"
"tensor(66.1020, device='cuda:1')"
"tensor(18.0688, device='cuda:1')"
"tensor(60.9137, device='cuda:1')"
"tensor(49.4676, device='cuda:1')"
"tensor(54.9111, device='cuda:1')"
"tensor(30.2776, device='cuda:1')"
"tensor(60.6635, device='cuda:1')"
"tensor(56.3818, device='cuda:1')"
"tensor(209.2958, device='cuda:1')"
"tensor(20.8703, device='cuda:1')"
"tensor(25.0528, device='cuda:1')"
"tensor(16.3957, device='cuda:1')"
"tensor(31.1736, device='cuda:1')"
"tensor(47.6760, device='cuda:1')"
"tensor(65.0876, device='cuda:1')"
"tensor(18.1133, device='cuda:1')"
"tensor(33.1951, device='cuda:1')"
"tensor(46.5014, device='cuda:1')"
"tensor(109.8603, device='cuda:1')"
"tensor(101.7351, device='cuda:1')"
"tensor(22.8841, device='cuda:1')"
"tensor(82.9023, device='cuda:1')"
"tensor(26.7975, device='cuda:1')"
"tensor(54.8988, device='cuda:1')"
"tensor(35.0643, device='cuda:1')"
"tensor(141.4892, device='cuda:1')"
"tensor(53.2713, device='cuda:1')"
"tensor(42.8109, device='cuda:1')"
"tensor(41.0899, device='cuda:1')"
"tensor(48.1183, device='cuda:1')"
"tensor(25.4080, device='cuda:1')"
"tensor(14.7487, device='cuda:1')"
"tensor(38.6908, device='cuda:1')"
"tensor(48.9468, device='cuda:1')"
"tensor(49.0799, device='cuda:1')"
"tensor(34.5751, device='cuda:1')"
"tensor(17.4423, device='cuda:1')"
"tensor(32.4191, device='cuda:1')"
"tensor(51.2371, device='cuda:1')"
"tensor(39.7476, device='cuda:1')"
"tensor(36.9122, device='cuda:1')"
"tensor(33.7627, device='cuda:1')"
"tensor(23.8287, device='cuda:1')"
"tensor(75.2822, device='cuda:1')"
"tensor(29.4521, device='cuda:1')"
"tensor(85.1523, device='cuda:1')"
"tensor(20.2283, device='cuda:1')"
"tensor(72.9025, device='cuda:1')"
"tensor(52.7015, device='cuda:1')"
"tensor(54.7620, device='cuda:1')"
"tensor(78.2539, device='cuda:1')"
"tensor(32.0497, device='cuda:1')"
"tensor(50.6569, device='cuda:1')"
"tensor(14.2622, device='cuda:1')"
"tensor(31.9387, device='cuda:1')"
"tensor(46.0310, device='cuda:1')"
"tensor(40.7388, device='cuda:1')"
"tensor(32.6857, device='cuda:1')"
"tensor(38.5993, device='cuda:1')"
"tensor(12.5600, device='cuda:1')"
"tensor(60.1412, device='cuda:1')"
"tensor(22.6936, device='cuda:1')"
"tensor(33.2018, device='cuda:1')"
"tensor(36.7769, device='cuda:1')"
"tensor(31.1416, device='cuda:1')"
"tensor(42.7531, device='cuda:1')"
"tensor(65.6493, device='cuda:1')"
"tensor(20.2814, device='cuda:1')"
"tensor(36.3199, device='cuda:1')"
"tensor(113.3887, device='cuda:1')"
"tensor(25.7261, device='cuda:1')"
"tensor(43.9844, device='cuda:1')"
"tensor(163.9673, device='cuda:1')"
"tensor(31.9492, device='cuda:1')"
"tensor(48.4665, device='cuda:1')"
"tensor(31.0755, device='cuda:1')"
"tensor(74.9373, device='cuda:1')"
"tensor(60.6120, device='cuda:1')"
"tensor(20.9615, device='cuda:1')"
"tensor(152.1990, device='cuda:1')"
"tensor(38.4165, device='cuda:1')"
"tensor(26.8035, device='cuda:1')"
"tensor(41.2169, device='cuda:1')"
"tensor(32.4921, device='cuda:1')"
"tensor(34.0966, device='cuda:1')"
"tensor(84.3122, device='cuda:1')"
"tensor(16.9684, device='cuda:1')"
"tensor(47.8233, device='cuda:1')"
"tensor(63.2950, device='cuda:1')"
"tensor(134.0784, device='cuda:1')"
"tensor(53.9802, device='cuda:1')"
"tensor(76.1121, device='cuda:1')"
"tensor(28.7122, device='cuda:1')"
"tensor(67.8021, device='cuda:1')"
"tensor(32.0656, device='cuda:1')"
"tensor(52.8043, device='cuda:1')"
"tensor(48.5954, device='cuda:1')"
"tensor(62.5025, device='cuda:1')"
"tensor(81.5670, device='cuda:1')"
"tensor(56.9662, device='cuda:1')"
"tensor(35.9807, device='cuda:1')"
"tensor(48.8580, device='cuda:1')"
"tensor(22.6365, device='cuda:1')"
"tensor(56.6113, device='cuda:1')"
"tensor(38.1371, device='cuda:1')"
"tensor(29.9871, device='cuda:1')"
"tensor(42.7614, device='cuda:1')"
"tensor(21.3710, device='cuda:1')"
"tensor(135.5044, device='cuda:1')"
"tensor(39.9998, device='cuda:1')"
"tensor(40.2855, device='cuda:1')"
"tensor(90.3042, device='cuda:1')"
"tensor(41.8884, device='cuda:1')"
"tensor(32.6562, device='cuda:1')"
"tensor(39.6892, device='cuda:1')"
"tensor(34.6300, device='cuda:1')"
"tensor(44.5842, device='cuda:1')"
"tensor(26.4780, device='cuda:1')"
"tensor(38.9322, device='cuda:1')"
"tensor(42.6227, device='cuda:1')"
"tensor(25.2500, device='cuda:1')"
"tensor(104.9266, device='cuda:1')"
"tensor(48.6712, device='cuda:1')"
"tensor(64.6781, device='cuda:1')"
"tensor(40.8443, device='cuda:1')"
"tensor(83.8551, device='cuda:1')"
"tensor(47.2887, device='cuda:1')"
"tensor(26.4346, device='cuda:1')"
"tensor(71.2442, device='cuda:1')"
"tensor(67.9192, device='cuda:1')"
"tensor(31.0231, device='cuda:1')"
"tensor(51.8934, device='cuda:1')"
"tensor(42.7133, device='cuda:1')"
"tensor(37.9352, device='cuda:1')"
"tensor(50.6486, device='cuda:1')"
"tensor(17.3904, device='cuda:1')"
"tensor(19.0966, device='cuda:1')"
"tensor(44.7991, device='cuda:1')"
"tensor(25.7422, device='cuda:1')"
"tensor(59.8196, device='cuda:1')"
"tensor(72.2179, device='cuda:1')"
"tensor(39.4887, device='cuda:1')"
"tensor(57.5379, device='cuda:1')"
"tensor(69.9203, device='cuda:1')"
"tensor(48.8791, device='cuda:1')"
"tensor(54.4218, device='cuda:1')"
"tensor(63.5897, device='cuda:1')"
"tensor(26.0581, device='cuda:1')"
"tensor(53.7444, device='cuda:1')"
